"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"535","Oliver Wahlstrom","BOS, NYI","R","43","439.71666666667","3","3","1","2","6","66.67","54","5.56","4.89","105","72","47","21","4","7","37","10","6","3","1","7","11","5","34","32","30","6","2","75.00"
"558","Ty Dellandrea","S.J","C","48","562.21666666667","1","5","2","3","6","54.55","35","2.86","5.15","80","59","50","23","3","10","37","14","11","3","0","14","27","8","125","67","35","140","125","52.83"
"570","Jakub Lauko","MIN","C","37","372.9","3","3","2","1","6","66.67","28","10.71","2.93","58","46","29","15","4","4","27","9","6","3","0","8","18","5","70","35","21","1","6","14.29"
"599","Brayden Pachal","CGY","D","59","854.71666666667","2","4","3","1","6","27.27","47","4.26","1.57","166","84","36","3","10","16","80","30","25","4","1","20","52","13","130","71","70","0","0","-"
"668","Elmer Soderblom","DET","L","14","177.55","2","4","0","4","6","75.00","21","9.52","3.18","43","35","29","14","1","3","4","2","2","0","0","1","8","1","33","17","5","3","5","37.50"
"709","Emil Andrae","PHI","D","24","455.43333333333","1","5","3","2","6","30.00","31","3.23","1.94","87","45","26","6","3","7","14","7","7","0","0","3","30","12","30","55","34","0","0","-"
"713","Jack Thompson","S.J","D","22","348.73333333333","3","3","2","1","6","50.00","30","10.00","0.98","68","40","21","7","4","7","8","4","4","0","0","0","23","6","9","27","33","0","0","-"
"763","Colton Dach","CHI","C","17","196.26666666667","2","4","2","2","6","60.00","20","10.00","2.67","33","27","20","13","2","4","10","5","5","0","0","4","9","10","57","18","8","6","5","54.55"
"793","Arber Xhekaj","MTL","D","58","875.53333333333","1","5","2","3","6","22.22","62","1.61","2.68","152","93","32","5","5","13","89","29","22","5","2","14","54","12","152","70","54","0","0","-"
"835","Ethen Frank","WSH","C","20","214.76666666667","4","2","1","1","6","42.86","19","21.05","2","35","28","22","12","3","3","2","1","1","0","0","5","8","5","10","16","10","0","1","0.00"
"843","Max Sasson","VAN","C","24","242.33333333333","2","4","4","0","6","75.00","25","8.00","2.77","39","30","19","12","1","4","0","0","0","0","0","3","10","5","14","22","13","26","36","41.94"
"7","Jack Johnson","CBJ","D","34","434.05","0","5","1","4","5","26.32","18","0.00","0.58","43","26","9","2","0","4","2","1","1","0","0","1","14","7","13","26","28","0","0","-"
"25","David Perron","OTT","L","22","293.8","2","3","1","2","5","55.56","41","4.88","4.42","75","58","46","15","0","12","2","1","1","0","0","2","11","6","35","9","5","3","5","37.50"
"34","Drew Doughty","L.A","D","11","277.83333333333","1","4","2","2","5","31.25","19","5.26","1.4","53","32","15","2","3","4","8","4","4","0","0","0","16","3","12","7","18","0","0","-"
"38","Luke Schenn","NSH","D","60","932.1","1","4","2","2","5","20.00","64","1.56","3.57","162","92","44","12","8","19","41","13","8","5","0","7","46","12","224","75","76","0","0","-"
"82","Justin Dowling","N.J","C","41","403.35","2","3","2","1","5","50.00","23","8.70","3.34","61","44","30","14","3","6","4","2","2","0","0","3","22","9","33","45","19","129","143","47.43"
"88","Justin Holl","DET","D","52","766.58333333333","1","4","3","1","5","21.74","24","4.17","1.21","77","54","18","4","4","4","12","6","6","0","0","2","54","5","26","110","53","0","0","-"
"166","Mathew Dumba","DAL","D","41","625.56666666667","0","5","4","1","5","17.24","30","0.00","2.24","115","63","32","7","6","13","52","19","16","2","1","8","46","10","52","63","43","0","0","-"
"205","Vinnie Hinostroza","MIN, NSH","C","20","249.91666666667","3","2","1","1","5","55.56","26","11.54","3.94","65","49","29","19","3","6","6","3","3","0","0","4","18","1","17","21","7","3","3","50.00"
"260","Curtis Lazar","N.J","C","35","366.55","2","3","2","1","5","55.56","23","8.70","2.09","38","31","18","9","3","2","12","6","6","0","0","6","7","2","80","35","14","154","149","50.83"
"268","Jordan Oesterle","BOS","D","21","368.95","0","5","2","3","5","33.33","19","0.00","1","53","33","11","2","2","3","2","1","1","0","0","1","31","7","19","44","34","0","0","-"
"309","Sam Lafferty","BUF","C","41","400.16666666667","2","3","1","2","5","55.56","32","6.25","2.45","60","43","24","13","5","6","22","11","11","0","0","7","17","2","61","36","9","47","46","50.54"
"362","Daniel Sprong","SEA, VAN","R","19","228.58333333333","2","3","2","1","5","55.56","31","6.45","2.33","62","46","19","6","2","4","2","1","1","0","0","2","9","3","11","15","0","0","3","0.00"
"373","Dennis Gilbert","BUF","D","25","251.75","0","5","1","4","5","45.45","5","0.00","0.22","21","13","8","0","2","4","50","15","10","4","1","10","9","4","52","35","29","0","0","-"
"380","Derek Ryan","EDM","C","33","310.55","1","4","1","3","5","62.50","17","5.88","1.97","36","26","27","10","0","2","12","5","5","0","0","2","11","9","24","27","21","138","91","60.26"
"384","Ryan Shea","PIT","D","27","439.9","2","3","3","0","5","29.41","15","13.33","0.7","52","31","12","0","2","4","6","3","3","0","0","2","27","9","8","38","38","0","0","-"
"400","Kevin Rooney","CGY","C","49","463.83333333333","4","1","0","1","5","45.45","36","11.11","3.84","67","50","34","16","7","4","14","7","7","0","0","9","22","6","79","44","31","142","157","47.49"
"470","Juuso Valimaki","UTA","D","43","711.78333333333","2","3","2","1","5","21.74","40","5.00","2.53","109","63","31","11","6","7","14","7","7","0","0","10","40","11","23","94","49","0","0","-"
"568","Nils Lundkvist","DAL","D","39","585.43333333333","0","5","3","2","5","23.81","52","0.00","1.95","145","80","41","3","4","12","20","10","10","0","0","2","31","6","23","74","34","0","0","-"
"583","David Gustafsson","WPG","C","28","250.76666666667","1","4","2","2","5","38.46","25","4.00","2.2","48","37","16","10","1","4","7","2","1","1","0","2","6","2","18","46","17","90","95","48.65"
"615","Kaedan Korczak","VGK","D","22","322.45","0","5","2","3","5","38.46","18","0.00","0.5","42","21","14","0","1","8","0","0","0","0","0","0","19","4","32","31","21","0","0","-"
"654","Vladislav Kolyachonok","UTA","D","23","283.68333333333","2","3","2","1","5","45.45","12","16.67","0.6","37","21","12","2","0","4","2","1","1","0","0","0","23","4","13","32","19","0","0","-"
"672","Marc Del Gaizo","NSH","D","24","383.26666666667","1","4","3","1","5","41.67","39","2.56","2.63","86","55","30","5","2","11","17","7","6","1","0","2","17","11","40","34","30","0","0","-"
"740","Adam Wilsby","NSH","D","23","416.26666666667","1","4","1","3","5","29.41","34","2.94","1.46","76","45","22","7","6","8","6","3","3","0","0","3","24","10","18","42","17","0","0","-"
"798","Lian Bichsel","DAL","D","18","271.05","2","3","2","1","5","27.78","15","13.33","0.39","38","19","5","0","4","3","14","7","7","0","0","3","10","2","73","67","12","0","0","-"
"799","Seamus Casey","N.J","D","10","119.43333333333","4","1","1","0","5","62.50","9","44.44","0.4","22","11","11","0","0","3","0","0","0","0","0","1","9","2","7","10","7","0","0","-"
"804","Isaiah George","NYI","D","33","516.33333333333","1","4","0","4","5","27.78","26","3.85","0.74","74","37","24","2","3","5","6","3","3","0","0","0","26","6","14","81","34","0","0","-"
"815","Denton Mateychuk","CBJ","D","23","425.76666666667","3","2","1","1","5","23.81","22","13.64","1.27","51","36","15","3","2","3","6","2","2","0","0","3","17","7","12","49","39","0","0","-"
"839","Victor Mancini","NYR, VAN","D","16","240.3","1","4","2","2","5","55.56","20","5.00","0.85","35","26","6","2","1","4","2","1","1","0","0","0","21","1","15","29","20","0","0","-"
"24","Brendan Smith","DAL","D","27","347.15","0","4","2","2","4","33.33","22","0.00","1.32","60","35","24","9","6","3","31","11","8","3","0","10","23","5","35","46","19","0","0","-"
"92","Jon Merrill","MIN","D","50","728.48333333333","1","3","2","1","4","18.18","35","2.86","1.19","79","56","16","3","3","4","16","8","8","0","0","4","50","8","28","87","65","0","0","-"
"117","John Klingberg","EDM","D","9","155.01666666667","1","3","1","2","4","44.44","13","7.69","0.65","26","18","6","2","1","2","6","3","3","0","0","0","12","1","2","19","10","0","0","-"
"175","Zemgus Girgensons","T.B","C","60","694.43333333333","1","3","3","0","4","36.36","67","1.49","6.73","115","94","68","26","7","10","31","7","3","3","1","15","22","8","118","108","36","35","46","43.21"
"189","Devin Shore","MIN","C","38","329.05","1","3","1","2","4","66.67","27","3.70","2.74","48","38","25","11","1","1","2","1","1","0","0","3","13","7","54","33","27","16","16","50.00"
"216","Tyler Motte","DET","C","33","381.16666666667","2","2","1","1","4","50.00","39","5.13","4.85","89","61","48","23","5","3","2","1","1","0","0","9","14","14","43","36","23","12","12","50.00"
"229","Miles Wood","COL","L","27","307.65","2","2","0","2","4","44.44","47","4.26","5.22","95","69","47","25","2","8","44","15","12","2","1","9","18","4","31","24","11","3","6","33.33"
"262","Ross Johnston","ANA","L","40","343.06666666667","1","3","2","1","4","57.14","9","11.11","1.45","28","19","16","13","1","5","72","22","16","4","2","10","17","3","122","22","17","0","2","0.00"
"265","Joel Hanley","CGY","D","32","548.15","1","3","1","2","4","20.00","24","4.17","0.75","71","45","15","1","1","3","13","5","4","1","0","4","33","4","33","60","56","0","0","-"
"320","Matthew Highmore","OTT","C","20","242.13333333333","1","3","2","1","4","100.00","21","4.76","2.13","40","32","19","9","0","6","6","3","3","0","0","7","9","2","18","23","9","2","7","22.22"
"344","Oliver Kylington","COL","D","12","153.76666666667","1","3","3","0","4","80.00","2","50.00","0.23","21","7","5","0","2","2","4","2","2","0","0","0","9","4","2","11","13","0","0","-"
"397","Philippe Myers","TOR","D","26","432.48333333333","1","3","0","3","4","36.36","37","2.70","1.11","98","58","25","1","1","2","9","3","2","1","0","3","26","10","61","44","32","0","0","-"
"509","Nick DeSimone","UTA","D","14","217.03333333333","0","4","2","2","4","66.67","16","0.00","0.72","33","23","12","1","2","4","0","0","0","0","0","0","21","5","10","20","9","0","0","-"
"529","Sean Durzi","UTA","D","9","184.26666666667","1","3","1","2","4","36.36","13","7.69","0.73","38","23","7","4","3","3","11","4","3","1","0","2","14","5","3","18","19","0","0","-"
"569","Jacob Bernard-Docker","OTT","D","25","327.65","1","3","1","2","4","26.67","18","5.56","0.62","55","32","19","1","3","2","4","2","2","0","0","0","9","1","21","41","25","0","0","-"
"572","Jordan Harris","CBJ","D","29","322.31666666667","1","3","2","1","4","44.44","13","7.69","0.49","31","21","6","1","2","4","6","3","3","0","0","4","14","3","19","58","32","0","0","-"
"580","Tyler Tucker","STL","D","20","261.35","2","2","1","1","4","50.00","19","10.53","0.43","44","26","11","0","2","4","30","9","5","4","0","6","15","6","36","35","18","0","0","-"
"595","Simon Benoit","TOR","D","57","935.96666666667","0","4","2","2","4","12.90","36","0.00","1.38","83","59","20","1","4","2","37","17","16","1","0","6","52","11","153","91","84","0","0","-"
"631","Arthur Kaliyev","NYR","R","13","149.13333333333","3","1","1","0","4","57.14","20","15.00","1.76","31","23","15","7","2","3","2","1","1","0","0","0","4","0","7","8","2","0","0","-"
"675","Louis Crevier","CHI","D","24","426.75","3","1","0","1","4","30.77","24","12.50","0.85","56","38","13","2","4","5","10","5","5","0","0","2","26","3","48","47","38","0","0","-"
"693","Tyler Kleven","OTT","D","58","830.35","2","2","2","0","4","16.67","54","3.70","1.63","125","72","24","2","3","5","23","10","9","1","0","11","48","20","69","123","76","0","0","-"
"722","Shakir Mukhamadullin","S.J","D","18","283.06666666667","1","3","1","2","4","57.14","15","6.67","0.81","46","29","14","2","0","3","4","2","2","0","0","1","14","4","15","25","25","0","0","-"
"726","Wyatt Kaiser","CHI","D","37","653.43333333333","2","2","1","1","4","18.18","45","4.44","1.45","90","64","24","0","4","5","14","7","7","0","0","7","40","16","37","74","66","0","0","-"
"731","Rory Kerins","CGY","C","5","61.133333333333","0","4","1","3","4","80.00","3","0.00","1.14","13","8","7","3","1","2","0","0","0","0","0","1","5","0","4","2","2","2","4","33.33"
"736","Matt Rempe","NYR","C","26","200.51666666667","2","2","1","1","4","50.00","18","11.11","2.05","31","27","20","11","2","5","48","14","9","4","1","12","4","4","74","25","5","0","7","0.00"
"759","Aatu Raty","VAN","C","21","199.61666666667","2","2","0","2","4","66.67","14","14.29","0.8","22","17","10","3","0","1","8","4","4","0","0","2","4","1","53","11","4","102","80","56.04"
"770","Logan Mailloux","MTL","D","7","113.43333333333","2","2","1","1","4","57.14","10","20.00","0.88","22","14","9","4","0","4","6","3","3","0","0","0","4","0","9","13","8","0","0","-"
"790","Zack Ostapchuk","OTT","C","43","401.26666666667","1","3","1","2","4","66.67","20","5.00","2.37","43","35","24","12","0","0","26","10","8","2","0","10","13","7","86","47","11","85","88","49.13"
"817","Fraser Minten","TOR","C","15","183.43333333333","2","2","2","0","4","80.00","16","12.50","2.18","37","29","22","10","1","4","0","0","0","0","0","0","4","1","36","12","8","53","58","47.75"
"819","Ivan Miroshnichenko","WSH","L","18","168.16666666667","1","3","2","1","4","57.14","14","7.14","3.17","32","25","19","7","2","1","0","0","0","0","0","1","11","3","28","12","8","0","0","-"
"822","Liam Ohgren","MIN","L","23","255.3","1","3","2","1","4","50.00","28","3.57","2.88","61","45","29","14","3","5","2","1","1","0","0","1","8","4","25","18","12","0","0","-"
"831","Marc Gatcomb","NYI","C","17","156.23333333333","3","1","0","1","4","80.00","15","20.00","1.47","32","23","19","10","0","3","9","3","2","1","0","2","4","4","66","26","6","2","2","50.00"
"860","Collin Graf","S.J","R","18","263.33333333333","1","3","1","2","4","57.14","19","5.26","1.85","29","25","19","10","1","1","4","2","2","0","0","0","5","6","13","13","9","2","0","100.00"
"861","Juha Jaaska","CAR","L","17","148.71666666667","0","4","2","2","4","66.67","11","0.00","1.96","25","19","14","8","2","3","9","3","2","1","0","2","6","1","17","28","3","16","15","51.61"
"14","Erik Johnson","PHI","D","22","292.7","1","2","0","2","3","37.50","14","7.14","0.78","29","20","11","1","0","7","11","4","3","1","0","2","18","8","40","23","14","0","0","-"
"44","Travis Hamonic","OTT","D","49","827.43333333333","0","3","0","3","3","20.00","62","0.00","2.28","158","102","46","5","8","12","17","7","6","1","0","2","49","15","56","80","77","0","0","-"
"68","Tyson Barrie","CGY","D","13","205.41666666667","1","2","2","0","3","37.50","19","5.26","0.67","40","25","10","0","2","5","4","2","2","0","0","1","11","2","10","12","12","0","0","-"
"139","Matt Nieto","PIT","L","31","379.08333333333","1","2","1","1","3","50.00","30","3.33","2.39","43","37","24","14","2","2","2","1","1","0","0","0","18","1","38","34","20","2","3","40.00"
"354","Parker Wotherspoon","BOS","D","35","627.03333333333","1","2","2","0","3","25.00","29","3.45","1.01","75","45","20","1","3","6","8","4","4","0","0","6","49","11","44","63","47","0","0","-"
"368","Mitchell Stephens","SEA","C","28","258.31666666667","1","2","2","0","3","75.00","19","5.26","2.95","37","30","21","9","4","4","6","3","3","0","0","2","8","1","25","10","4","104","90","53.61"
"453","Vincent Desharnais","PIT, VAN","D","43","673.38333333333","0","3","0","3","3","16.67","26","0.00","0.87","83","54","15","1","5","2","38","16","14","2","0","10","34","3","72","54","68","0","0","-"
"465","Zack MacEwen","OTT","R","21","162.98333333333","2","1","0","1","3","60.00","26","7.69","1.84","47","35","20","6","4","6","21","6","3","3","0","6","7","3","49","17","7","6","8","42.86"
"473","Jonah Gadjovich","FLA","L","27","213.65","3","0","0","0","3","60.00","28","10.71","4.12","56","43","32","20","4","7","19","5","2","3","0","6","4","1","77","20","7","3","1","75.00"
"501","Pierre-Olivier Joseph","PIT, STL","D","47","717.28333333333","0","3","2","1","3","15.79","42","0.00","1.62","122","62","27","4","3","13","45","16","14","1","1","6","53","20","36","57","36","0","0","-"
"560","Akil Thomas","L.A","C","23","225.63333333333","1","2","1","1","3","75.00","19","5.26","2.49","32","23","16","10","0","4","7","2","1","1","0","3","4","1","37","29","10","15","23","39.47"
"577","Connor Dewar","TOR","C","31","309.11666666667","0","3","1","2","3","75.00","28","0.00","3.96","53","38","35","20","2","8","5","1","0","1","0","5","19","4","80","31","18","52","69","42.98"
"670","Andre Lee","L.A","L","19","174.25","1","2","2","0","3","100.00","17","5.88","2.08","30","23","18","10","2","2","11","4","3","1","0","5","8","4","36","33","10","0","0","-"
"744","Matthew Kessel","STL","D","27","353.33333333333","0","3","2","1","3","23.08","17","0.00","0.86","54","30","22","4","3","4","10","5","5","0","0","4","30","5","21","28","20","0","0","-"
"748","Walker Duehr","CGY, S.J","R","24","211.28333333333","2","1","1","0","3","75.00","15","13.33","2.14","33","24","16","9","1","1","0","0","0","0","0","0","12","0","49","17","15","1","8","11.11"
"768","Samuel Helenius","L.A","C","27","232.73333333333","1","2","0","2","3","75.00","16","6.25","1.81","39","28","17","10","1","3","14","4","2","2","0","3","10","2","80","16","9","60","67","47.24"
"784","Nikita Chibrikov","WPG","R","4","45.616666666667","2","1","0","1","3","75.00","6","33.33","1.05","10","9","9","5","0","0","0","0","0","0","0","2","3","1","9","6","4","0","0","-"
"786","Ethan Del Mastro","CHI","D","11","179.21666666667","2","1","1","0","3","42.86","7","28.57","0.4","22","11","7","1","2","3","2","1","1","0","0","2","9","3","18","20","7","0","0","-"
"806","David Jiricek","CBJ, MIN","D","12","145.41666666667","1","2","1","1","3","60.00","9","11.11","0.61","25","16","6","2","3","2","6","3","3","0","0","3","15","3","12","18","7","0","0","-"
"812","Maveric Lamoureux","UTA","D","15","241.86666666667","1","2","1","1","3","30.00","17","5.88","0.8","41","28","11","2","2","5","42","14","11","2","1","4","16","3","18","24","11","0","0","-"
"813","Jonathan Lekkerimaki","VAN","R","11","151.68333333333","2","1","1","0","3","50.00","16","12.50","2.16","33","24","16","6","1","6","2","1","1","0","0","1","7","1","6","13","3","0","0","-"
"823","Owen Pickering","PIT","D","25","370.38333333333","1","2","0","2","3","33.33","15","6.67","0.49","51","27","12","2","0","6","6","3","3","0","0","2","11","5","13","29","19","0","0","-"
"9","Marc-Edouard Vlasic","S.J","D","11","170.73333333333","0","2","1","1","2","40.00","5","0.00","0.15","22","10","5","1","1","2","0","0","0","0","0","1","13","1","3","13","20","0","0","-"
"11","Ryan Reaves","TOR","R","35","273.01666666667","0","2","1","1","2","50.00","14","0.00","1.41","31","25","14","7","3","2","18","6","4","2","0","5","10","4","103","10","8","0","1","0.00"
"27","Robert Bortuzzo","UTA","D","16","174.18333333333","0","2","1","1","2","66.67","7","0.00","0.55","16","12","7","1","1","1","22","8","6","2","0","4","17","0","20","24","26","0","0","-"
"51","Tyler Johnson","BOS","C","9","117.7","0","2","1","1","2","40.00","6","0.00","0.31","16","10","6","2","3","1","10","5","5","0","0","3","2","0","5","9","2","7","4","63.64"
"109","Dylan McIlrath","WSH","D","11","119.98333333333","0","2","1","1","2","33.33","4","0.00","0.14","16","6","3","0","0","2","14","4","2","2","0","3","11","3","24","9","7","0","0","-"
"119","Michael Sgarbossa","WSH","C","3","28.016666666667","1","1","1","0","2","66.67","1","100.00","0.1","4","1","3","1","1","0","2","1","1","0","0","3","0","0","1","2","1","9","11","45.00"
"209","Liam O'Brien","UTA","C","22","209.66666666667","0","2","1","1","2","28.57","27","0.00","3.31","56","40","36","12","0","7","43","10","4","5","1","7","5","1","82","17","9","0","1","0.00"
"214","Kyle Burroughs","L.A","D","29","219.85","0","2","2","0","2","20.00","5","0.00","0.07","19","9","2","0","0","4","31","11","8","3","0","4","17","3","36","41","11","0","0","-"
"222","John Hayden","SEA","C","7","56.133333333333","1","1","1","0","2","100.00","6","16.67","1.08","13","8","7","5","1","4","2","1","1","0","0","2","1","0","19","1","6","2","0","100.00"
"296","Nicolas Aube-Kubel","BUF","R","19","181.05","1","1","1","0","2","50.00","18","5.56","2.07","38","29","21","9","3","2","17","7","6","1","0","4","11","8","33","17","3","4","2","66.67"
"396","Rodrigo Abols","PHI","C","9","92.816666666667","1","1","1","0","2","50.00","13","7.69","1.82","25","18","13","10","0","3","2","1","1","0","0","1","6","1","10","6","6","25","21","54.35"
"425","Tyson Jost","CAR","C","20","198.05","2","0","0","0","2","33.33","19","10.53","2.32","33","28","24","12","2","4","14","7","7","0","0","4","4","4","26","22","11","41","45","47.67"
"431","Keaton Middleton","COL","D","28","301.16666666667","0","2","1","1","2","20.00","30","0.00","1.21","69","46","15","0","2","4","17","7","6","1","0","2","18","2","50","20","21","0","0","-"
"469","Vinni Lettieri","BOS","C","8","96.7","2","0","0","0","2","100.00","12","16.67","1.93","25","21","13","8","1","2","4","2","2","0","0","1","3","3","19","9","3","5","5","50.00"
"526","Grant Hutton","NYI","D","13","175","0","2","1","1","2","40.00","10","0.00","0.67","20","15","6","1","4","1","4","2","2","0","0","0","8","2","13","6","12","0","0","-"
"571","Ty Smith","CAR","D","8","109.31666666667","1","1","1","0","2","40.00","14","7.14","0.67","26","19","9","1","1","4","4","2","2","0","0","0","3","1","2","5","5","0","0","-"
"596","Cole Reinhardt","OTT","L","17","139.43333333333","1","1","1","0","2","50.00","13","7.69","1.24","22","17","17","8","0","0","15","6","5","1","0","2","7","1","37","13","2","1","0","100.00"
"602","John Ludvig","COL","D","8","103.6","0","2","0","2","2","100.00","9","0.00","0.24","13","10","3","1","0","0","6","3","3","0","0","1","5","1","16","8","6","0","0","-"
"609","Noah Philp","EDM","C","12","104.01666666667","0","2","1","1","2","40.00","12","0.00","1.54","24","18","11","6","1","3","2","1","1","0","0","0","5","1","9","9","5","31","45","40.79"
"661","Valtteri Puustinen","PIT","R","10","98.883333333333","1","1","1","0","2","100.00","6","16.67","0.85","10","8","6","5","0","1","4","2","2","0","0","1","3","3","5","4","5","0","0","-"
"673","Nikita Nesterenko","ANA","C","7","66.866666666667","1","1","1","0","2","100.00","5","20.00","0.73","13","9","7","4","3","0","0","0","0","0","0","0","5","0","16","2","3","0","2","0.00"
"724","Landon Slaggert","CHI","L","12","153.03333333333","2","0","0","0","2","33.33","16","12.50","1.97","24","20","17","12","0","2","13","4","3","1","0","3","5","2","15","10","7","0","1","0.00"
"741","Nils Aman","VAN","C","8","84.1","0","2","0","2","2","100.00","4","0.00","0.87","9","6","7","5","0","1","0","0","0","0","0","0","1","0","13","1","0","10","17","37.04"
"746","Alex Steeves","TOR","C","7","69.233333333333","1","1","0","1","2","66.67","7","14.29","0.67","12","11","6","3","0","1","0","0","0","0","0","1","0","0","19","11","1","0","0","-"
"783","Oliver Kapanen","MTL","C","12","139.55","0","2","0","2","2","50.00","12","0.00","1.23","26","18","14","6","1","2","2","1","1","0","0","3","6","0","1","12","6","23","27","46.00"
"795","Marc McLaughlin","BOS","C","12","110.35","2","0","0","0","2","66.67","13","15.38","1.43","23","18","13","7","4","5","0","0","0","0","0","2","6","2","23","5","6","12","16","42.86"
"48","Matt Martin","NYI","L","24","186.91666666667","0","1","1","0","1","33.33","12","0.00","1.43","24","23","11","6","0","1","10","2","0","2","0","3","11","1","68","7","15","4","4","50.00"
"76","Nicolas Deslauriers","PHI","L","11","68.2","0","1","0","1","1","33.33","6","0.00","1.39","16","14","11","7","0","3","15","3","0","3","0","3","2","0","22","3","3","1","0","100.00"
"103","Chris Wagner","COL","R","24","165.81666666667","1","0","0","0","1","100.00","24","4.17","2.4","43","36","18","10","4","6","9","3","2","1","0","5","4","1","51","16","9","43","50","46.24"
"116","Kevin Gravel","NSH","D","6","107.01666666667","0","1","1","0","1","20.00","6","0.00","0.25","19","11","3","1","1","0","0","0","0","0","0","0","7","0","7","15","8","0","0","-"
"128","T.J. Tynan","COL","C","8","63.516666666667","0","1","0","1","1","100.00","4","0.00","0.8","8","7","3","2","1","1","4","2","2","0","0","0","5","0","4","5","4","7","11","38.89"
"134","Joseph LaBate","CBJ","C","4","37.366666666667","0","1","0","1","1","33.33","1","0.00","0.01","2","1","0","0","0","0","5","1","0","1","0","2","1","0","10","3","5","0","2","0.00"
"200","Andreas Athanasiou","CHI","C","7","73.25","1","0","0","0","1","25.00","8","12.50","0.78","15","12","9","4","0","0","0","0","0","0","0","0","2","2","5","1","6","25","26","49.02"
"213","Chad Ruhwedel","NYR","D","5","70.516666666667","0","1","1","0","1","25.00","1","0.00","0.05","7","4","1","0","0","0","0","0","0","0","0","0","4","1","8","6","5","0","0","-"
"220","Joshua Brown","EDM","D","8","91.85","0","1","0","1","1","50.00","5","0.00","0.19","13","8","3","0","0","0","9","3","2","1","0","2","3","0","13","11","11","0","0","-"
"221","Hudson Fasching","NYI","R","22","202.71666666667","0","1","1","0","1","50.00","14","0.00","1.62","32","25","13","8","1","5","2","1","1","0","0","2","14","5","12","22","4","0","3","0.00"
"232","Ryan Graves","PIT","D","44","669.88333333333","0","1","0","1","1","7.14","29","0.00","1.13","104","54","28","1","3","6","25","7","5","1","1","10","46","15","47","53","55","0","0","-"
"295","Andreas Englund","L.A, NSH","D","17","204.28333333333","1","0","0","0","1","20.00","7","14.29","0.16","15","11","4","0","3","0","31","7","3","3","1","4","13","2","31","22","18","0","0","-"
"313","Clark Bishop","CGY","C","6","43.5","1","0","0","0","1","100.00","4","25.00","0.26","4","4","2","2","0","0","0","0","0","0","0","1","2","1","8","4","2","7","11","38.89"
"363","Jeremy Lauzon","NSH","D","28","503.2","0","1","0","1","1","7.14","25","0.00","1.18","70","40","17","3","2","6","37","14","11","3","0","9","19","4","125","34","34","0","0","-"
"399","Andrew Poturalski","S.J","C","3","43.366666666667","0","1","0","1","1","100.00","5","0.00","0.26","6","5","3","2","2","1","2","1","1","0","0","0","1","0","0","4","4","21","22","48.84"
"403","Joey Anderson","CHI","R","18","223.08333333333","0","1","1","0","1","33.33","17","0.00","1.56","31","20","17","7","1","3","0","0","0","0","0","1","4","8","11","21","13","3","2","60.00"
"447","Drake Caggiula","EDM","L","7","51.1","0","1","1","0","1","50.00","6","0.00","0.34","9","7","7","2","1","1","5","1","0","1","0","2","3","0","8","6","3","1","0","100.00"
"452","Tanner Laczynski","VGK","C","8","68.8","1","0","0","0","1","100.00","2","50.00","0.88","6","4","4","3","0","0","6","3","3","0","0","1","0","0","3","12","3","16","21","43.24"
"467","Dominik Shine","DET","R","4","34.9","0","1","0","1","1","100.00","2","0.00","0.25","3","2","1","1","0","0","0","0","0","0","0","0","2","2","8","5","2","0","0","-"
"476","Cale Fleury","SEA","D","7","86.283333333333","0","1","0","1","1","25.00","7","0.00","0.3","18","12","6","1","1","2","0","0","0","0","0","1","4","2","11","11","15","0","0","-"
"584","Linus Karlsson","VAN","C","9","89.916666666667","1","0","0","0","1","33.33","8","12.50","1.22","12","9","6","5","0","1","0","0","0","0","0","1","1","1","8","15","2","1","1","50.00"
"586","Jack St. Ivany","PIT","D","19","310.98333333333","0","1","0","1","1","14.29","12","0.00","0.38","35","22","8","1","3","2","17","7","6","1","0","5","16","7","38","12","25","0","0","-"
"636","Ville Heinola","WPG","D","17","237.51666666667","0","1","0","1","1","11.11","11","0.00","0.48","37","25","7","1","0","3","4","2","2","0","0","3","13","7","7","26","15","0","0","-"
"642","Sam Poulin","PIT","R","6","60.583333333333","0","1","0","1","1","50.00","2","0.00","0.34","8","7","2","1","0","1","2","1","1","0","0","1","7","2","8","9","0","0","0","-"
"665","Mat?j Blümel","DAL","R","7","59.033333333333","1","0","0","0","1","100.00","10","10.00","1.15","15","12","9","5","2","0","0","0","0","0","0","1","2","1","6","5","1","0","0","-"
"687","Justin Sourdif","FLA","R","1","9.45","1","0","0","0","1","100.00","2","50.00","0.18","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","-"
"695","Danil Gushchin","S.J","L","10","121.2","0","1","1","0","1","20.00","13","0.00","1.93","33","24","16","11","4","1","6","3","3","0","0","2","1","0","5","7","5","1","0","100.00"
"705","Sam Colangelo","ANA","R","14","155.35","1","0","0","0","1","20.00","18","5.56","2.17","39","30","21","7","2","3","0","0","0","0","0","2","5","0","31","13","8","2","7","22.22"
